id,rol,sexo,edad,tipo,modelo
5039,CONDUCTOR,Masculino,27,MOTO,CG TITAN
5040,PEATON,Femenino,30,PEATON,
5041,CONDUCTOR,Masculino,41,MOTO,TRANSALP
5042,CONDUCTOR,Masculino,42,MOTO,NO HAY DATOS
5043,CONDUCTOR,Masculino,55,MOTO,250
5044,CONDUCTOR,Femenino,32,MOTO,WAVE
5045,CONDUCTOR,Masculino,22,MOTO,NO HAY DATOS
5046,PEATON,Masculino,40,PEATON,
5047,PEATON,Masculino,37,PEATON,
5048,CONDUCTOR,Masculino,20,MOTO,CG  150 CC
5049,PASAJERO/ACOMPAÑANTE,Masculino,12,TRANSPORTE PUBLICO,
5050,PEATON,Masculino,27,PEATON,
5051,CICLISTA,Masculino,37,BICICLETA,NO HAY DATOS
5052,CONDUCTOR,Masculino,18,AUTO PARTICULAR,FOX
5053,CONDUCTOR,Masculino,23,MOTO,XR 125
5054,CICLISTA,Masculino,25,BICICLETA,NO HAY DATOS
5055,PASAJERO/ACOMPAÑANTE,Femenino,36,TRANSPORTE PUBLICO,
5056,PEATON,Femenino,46,PEATON,
5057,CONDUCTOR,Masculino,17,MOTO,NO HAY DATOS
5058,CONDUCTOR,Masculino,33,MOTO,NO HAY DATOS
5059,CICLISTA,Femenino,27,BICICLETA,PLAYERA
5060,CONDUCTOR,Masculino,21,MOTO,AX  100
5061,CONDUCTOR,Femenino,87,AUTO PARTICULAR,SIENA
5062,CONDUCTOR,Masculino,18,AUTO PARTICULAR,FIESTA
5063,PEATON,Femenino,20,PEATON,
5063,CONDUCTOR,Masculino,20,MOTO,CG  150 CC
5064,CONDUCTOR,Masculino,34,AUTO PARTICULAR,307
5065,CONDUCTOR,Masculino,30,MOTO,STORM
5066,CONDUCTOR,Masculino,30,BICICLETA,RODADO 24
5067,CONDUCTOR,Femenino,64,AUTO PARTICULAR,FALCON
5068,PEATON,Femenino,84,PEATON,
5069,PEATON,Femenino,34,PEATON,
5070,PEATON,Femenino,76,PEATON,
5071,CONDUCTOR,Masculino,56,AUTO PARTICULAR,IMPREZA
5072,CICLISTA,Masculino,37,BICICLETA,NO HAY DATOS
5073,CONDUCTOR,Femenino,17,AUTO PARTICULAR,CLIO
5074,PEATON,Masculino,22,PEATON,
5075,PEATON,Masculino,8,PEATON,
5076,PEATON,Femenino,48,PEATON,
5077,CONDUCTOR,Masculino,37,MOTO,AX  100
5078,CONDUCTOR,Femenino,64,AUTO PARTICULAR,FALCON
5079,CONDUCTOR,Masculino,32,MOTO,AX  100
5080,PASAJERO/ACOMPAÑANTE,Masculino,34,AUTO PARTICULAR,CLIO
5081,CONDUCTOR,Masculino,46,AUTO PARTICULAR,504
5082,PEATON,Masculino,75,PEATON,
5083,CONDUCTOR,Masculino,37,MOTO,ROUSER 135
5084,PASAJERO/ACOMPAÑANTE,Femenino,54,TRANSPORTE PUBLICO,
5085,CONDUCTOR,Masculino,27,MOTO,XR 250
5086,PASAJERO/ACOMPAÑANTE,Femenino,21,MOTO,XR 125
5086,PASAJERO/ACOMPAÑANTE,Femenino,21,MOTO,XR 125
5087,CICLISTA,Femenino,29,BICICLETA,RODADO 26
5088,PASAJERO/ACOMPAÑANTE,Femenino,24,TRANSPORTE PUBLICO,
5089,CONDUCTOR,Masculino,30,MOTO,NO HAY DATOS
5090,CONDUCTOR,Masculino,24,MOTO,NO HAY DATOS
5091,CONDUCTOR,Masculino,999,MOTO,TDM 900
5091,PASAJERO/ACOMPAÑANTE,Masculino,999,MOTO,TDM 900
5092,PEATON,Femenino,36,PEATON,
5093,CONDUCTOR,Masculino,25,MOTO,STRONGER
5094,PASAJERO/ACOMPAÑANTE,Masculino,29,AUTO PARTICULAR,206
5095,CONDUCTOR,Masculino,44,MOTO,NO HAY DATOS
5096,CONDUCTOR,Masculino,68,AUTO PARTICULAR,CORSA
5097,PEATON,Femenino,25,PEATON,
5098,CONDUCTOR,Masculino,37,AUTO PARTICULAR,ECO SPORT
5099,CONDUCTOR,Masculino,20,MOTO,FZ
5100,CONDUCTOR,Masculino,20,MOTO,FZ 16
5100,PASAJERO/ACOMPAÑANTE,Masculino,19,MOTO,FZ 16
5101,CONDUCTOR,Masculino,34,MOTO,FZ 160
5102,CONDUCTOR,Masculino,39,MOTO,CG
5103,CONDUCTOR,Masculino,24,MOTO,RD 150
5104,CONDUCTOR,Femenino,35,AUTO PARTICULAR,KA
5105,CONDUCTOR,Masculino,24,MOTO,NO HAY DATOS
5106,CONDUCTOR,Masculino,36,MOTO,NF 100
5106,CONDUCTOR,Masculino,36,MOTO,NF 100
5107,PASAJERO/ACOMPAÑANTE,Femenino,58,AUTO PARTICULAR,PALIO ADVENTURE
5107,PASAJERO/ACOMPAÑANTE,Femenino,58,AUTO PARTICULAR,PALIO ADVENTURE
5108,CONDUCTOR,Masculino,25,MOTO,NO HAY DATOS
5109,CONDUCTOR,Femenino,17,AUTO PARTICULAR,CLIO
5110,CONDUCTOR,Femenino,42,AUTO PARTICULAR,GOL
5110,CONDUCTOR,Femenino,42,AUTO PARTICULAR,GOL
5110,CONDUCTOR,Femenino,42,AUTO PARTICULAR,GOL
5110,CONDUCTOR,Femenino,42,AUTO PARTICULAR,GOL
5111,PASAJERO/ACOMPAÑANTE,Masculino,22,CAMIONETA,SURAN
5112,CONDUCTOR,Masculino,43,MOTO,XR
5113,PEATON,Femenino,48,PEATON,
5113,PEATON,Femenino,48,PEATON,
5114,CONDUCTOR,Masculino,32,MOTO,YBR
5115,CONDUCTOR,Masculino,24,AUTO PFA / MOVIL / GENDARMERIA / METROPOLITANA / MOTO MOVIL,NO HAY DATOS
5115,CONDUCTOR,Masculino,24,AUTO PFA / MOVIL / GENDARMERIA / METROPOLITANA / MOTO MOVIL,NO HAY DATOS
5116,PEATON,Femenino,21,PEATON,
5117,PASAJERO/ACOMPAÑANTE,Masculino,19,AUTO PARTICULAR,FUN
5118,CONDUCTOR,Femenino,35,AUTO (no se especifica si es particular o de alquiler),CORSA
5119,CONDUCTOR,Masculino,33,MOTO,150
5120,CONDUCTOR,Masculino,26,MOTO,CG TITAN
5121,CONDUCTOR,Masculino,42,AUTO PARTICULAR,GOL
5122,PEATON,Masculino,63,PEATON,
5123,CONDUCTOR,Masculino,24,TRANSPORTE PUBLICO,
5123,PASAJERO/ACOMPAÑANTE,Femenino,56,TRANSPORTE PUBLICO,
5124,PASAJERO/ACOMPAÑANTE,Masculino,55,UTILITARIO,PARTNER
5124,PASAJERO/ACOMPAÑANTE,Masculino,55,UTILITARIO,PARTNER
5125,CONDUCTOR,Femenino,19,MOTO,YBR
5126,PEATON,Femenino,30,PEATON,
5127,PEATON,Masculino,62,PEATON,
5127,PEATON,Masculino,62,PEATON,
5128,CONDUCTOR,Masculino,35,MOTO,CG
5129,CONDUCTOR,Masculino,33,AUTO PARTICULAR,FIESTA MAX
5130,PEATON,Femenino,57,PEATON,
5131,CONDUCTOR,Masculino,25,AUTO PARTICULAR,19
5132,CONDUCTOR,Masculino,33,MOTO,CG  125
5133,CONDUCTOR,Masculino,40,MOTO,125
5134,PEATON,Masculino,62,PEATON,
5135,CONDUCTOR,Masculino,44,MOTO,NO HAY DATOS
5136,CICLISTA,Masculino,21,BICICLETA,NO HAY DATOS
5137,PEATON,Masculino,24,PEATON,
5138,PEATON,Masculino,41,PEATON,
5139,CICLISTA,Femenino,25,BICICLETA,NO HAY DATOS
5140,CONDUCTOR,Masculino,21,MOTO,Y 125
5140,CONDUCTOR,Masculino,21,MOTO,Y 125
5141,CONDUCTOR,Masculino,58,MOTO,MAJESTY
5141,CONDUCTOR,Masculino,58,MOTO,MAJESTY
5142,CONDUCTOR,Masculino,36,AUTO PARTICULAR,SURAN
5142,CONDUCTOR,Masculino,33,TRANSPORTE PUBLICO,
5142,CONDUCTOR,Masculino,50,TRANSPORTE ESCOLAR,NO HAY DATOS
5142,CONDUCTOR,Femenino,49,AUTO PARTICULAR,207
5143,PEATON,Masculino,45,PEATON,
5144,PEATON,Femenino,71,PEATON,
5145,CONDUCTOR,Masculino,20,MOTO,CG TITAN
5146,CONDUCTOR,Masculino,20,MOTO,CG TITAN
5147,PEATON,Femenino,58,PEATON,
5148,CONDUCTOR,Masculino,40,MOTO,110
5149,PASAJERO/ACOMPAÑANTE,Masculino,19,MOTO,220
5150,CONDUCTOR,Masculino,23,MOTO,XR 250
5151,CONDUCTOR,Masculino,68,AUTO PARTICULAR,UNO
5152,CONDUCTOR,Masculino,44,CAMIONETA,BERLINGO
5153,CONDUCTOR,Masculino,18,MOTO,CG TITAN
5154,PEATON,Masculino,46,PEATON,
5155,CONDUCTOR,Masculino,38,AUTO PARTICULAR,PALIO
5156,PEATON,Masculino,32,PEATON,
5157,CONDUCTOR,Masculino,23,MOTO,XR 250
5158,PEATON,Femenino,48,PEATON,
5159,CONDUCTOR,Femenino,42,AUTO PARTICULAR,CORSA
5159,CONDUCTOR,Masculino,44,AUTO PARTICULAR,206
5160,CONDUCTOR,Masculino,22,MOTO,NO HAY DATOS
5161,PASAJERO/ACOMPAÑANTE,Masculino,46,AUTO PARTICULAR,KANGOO
5162,CONDUCTOR,Masculino,32,CAMION,NO HAY DATOS
5163,CONDUCTOR,Masculino,26,MOTO,RE 125
5164,CONDUCTOR,Masculino,31,MOTO,200
5165,CONDUCTOR,Masculino,24,MOTO,150
5166,CONDUCTOR,Masculino,18,MOTO,FZ 160
5167,CONDUCTOR,Femenino,25,MOTO,NO HAY DATOS
5168,PEATON,Masculino,29,PEATON,
5169,PEATON,Masculino,80,PEATON,
5170,PEATON,Masculino,70,PEATON,
5171,CONDUCTOR,Masculino,61,AUTO PARTICULAR,BORA
5172,CONDUCTOR,Masculino,48,MOTO,NO HAY DATOS
5173,CONDUCTOR,Masculino,49,AUTO PARTICULAR,206
5173,CONDUCTOR,Masculino,20,TAXI/REMIS,SIENA
5174,CONDUCTOR,Masculino,36,MOTO,250
5175,PEATON,Femenino,45,MOTO,WAVE
5176,PEATON,Masculino,38,PEATON,
5177,CONDUCTOR,Femenino,60,AUTO PARTICULAR,SANDERO
5178,CONDUCTOR,Masculino,22,AUTO PARTICULAR,GOL
5179,PEATON,Femenino,51,PEATON,
5180,CONDUCTOR,Masculino,28,MOTO,ROUSER
5181,CONDUCTOR,Femenino,33,MOTO,C 110
5182,CONDUCTOR,Femenino,42,AUTO PARTICULAR,PALIO
5183,CONDUCTOR + CICLISTA,Femenino,24,BICICLETA,RODADO 26
5184,CONDUCTOR,Masculino,41,MOTO,MIRAGE 110
5185,PEATON,Femenino,48,PEATON,
5186,PEATON,Masculino,4,PEATON,
5187,CONDUCTOR,Masculino,24,MOTO,NO HAY DATOS
5188,CONDUCTOR + PEATON,Masculino,35,PEATON,
5189,CICLISTA,Masculino,28,BICICLETA,NO HAY DATOS
5190,CONDUCTOR,Masculino,51,AUTO PARTICULAR,PALIO
5191,PEATON,Masculino,29,PEATON,
5192,CONDUCTOR,Masculino,21,AUTO PARTICULAR,VOYAGE
5193,PASAJERO/ACOMPAÑANTE,Masculino,8,AUTO PARTICULAR,CLIO
5193,PASAJERO/ACOMPAÑANTE,Femenino,85,AUTO PARTICULAR,FOCUS
5194,CONDUCTOR,Masculino,40,MOTO,YBR 125
5195,PEATON,Masculino,36,PEATON,
5195,PEATON,Masculino,30,PEATON,
5196,CONDUCTOR,Femenino,45,AUTO PARTICULAR,UNO
5197,CONDUCTOR,Masculino,34,MOTO,NO HAY DATOS
5198,PASAJERO/ACOMPAÑANTE,Masculino,20,MOTO,YBR 150
5198,PASAJERO/ACOMPAÑANTE,Masculino,20,MOTO,YBR 150
5198,PASAJERO/ACOMPAÑANTE,Masculino,20,MOTO,YBR 150
5199,CONDUCTOR,Femenino,24,AUTO PFA / MOVIL / GENDARMERIA / METROPOLITANA / MOTO MOVIL,NO HAY DATOS
5200,PEATON,Masculino,27,PEATON,
5201,CONDUCTOR,Femenino,999,AUTO PARTICULAR,GOL
5202,CONDUCTOR,Femenino,46,MOTO,NO HAY DATOS
5203,PEATON,Masculino,21,PEATON,
5204,CONDUCTOR,Masculino,21,TRANSPORTE PUBLICO,
5205,CONDUCTOR,Masculino,35,AUTO PARTICULAR,CLIO
5206,CONDUCTOR,Masculino,30,AUTO PARTICULAR,Logan
5207,CONDUCTOR,Masculino,20,MOTO,NO HAY DATOS
5208,CONDUCTOR,Masculino,50,TAXI/REMIS,CLASICC
5209,CICLISTA,Masculino,33,BICICLETA,NO HAY DATOS
5210,CONDUCTOR,Masculino,27,MOTO,CG TITAN
5211,CONDUCTOR,Masculino,28,MOTO,CG  150 TITAN
5212,CONDUCTOR,Masculino,59,TAXI/REMIS,SIENA
5213,CONDUCTOR,Masculino,21,MOTO,ROUSER
5214,CONDUCTOR,Masculino,25,MOTO,150
5215,PASAJERO/ACOMPAÑANTE,Femenino,43,TRANSPORTE PUBLICO,
5215,PASAJERO/ACOMPAÑANTE,Femenino,42,TRANSPORTE PUBLICO,
5215,PASAJERO/ACOMPAÑANTE,Femenino,36,TRANSPORTE PUBLICO,
5215,CONDUCTOR,Masculino,20,AUTO PARTICULAR,MERIVA
5216,CONDUCTOR,Masculino,26,AUTO PARTICULAR,206
5217,CICLISTA,Femenino,21,BICICLETA,NO HAY DATOS
5218,CONDUCTOR,Femenino,36,AUTO PARTICULAR,CORSA
5219,PEATON,Masculino,32,PEATON,
5220,PASAJERO/ACOMPAÑANTE,Femenino,63,TAXI/REMIS,COBALT
5220,PASAJERO/ACOMPAÑANTE,Femenino,63,TAXI/REMIS,COBALT
5221,CONDUCTOR,Femenino,23,AUTO PARTICULAR,VOYAGE
5222,CONDUCTOR,Masculino,27,MOTO,IBR
5223,CONDUCTOR,Masculino,22,MOTO,XR
5224,CONDUCTOR,Masculino,23,MOTO,MOTARD
5225,CONDUCTOR,Masculino,33,MOTO,NO HAY DATOS
5226,CONDUCTOR,Masculino,37,MOTO,YBR 125
5227,CONDUCTOR,Masculino,52,MOTO,NXR 125
5228,PEATON,Masculino,12,PEATON,
5229,CICLISTA,Femenino,19,SIN DATOS,
5230,PASAJERO/ACOMPAÑANTE,Masculino,3,SIN DATOS,
5230,PASAJERO/ACOMPAÑANTE,Masculino,3,SIN DATOS,
5231,CICLISTA,Masculino,65,BICICLETA,NO HAY DATOS
5232,CONDUCTOR,Masculino,30,MOTO,NO HAY DATOS
5232,CONDUCTOR,Masculino,30,MOTO,NO HAY DATOS
5233,PEATON,Femenino,69,PEATON,
5234,CONDUCTOR,Femenino,31,MOTO,YBR 125
5235,CONDUCTOR,Masculino,25,MOTO,CG  125
5236,PASAJERO/ACOMPAÑANTE,Femenino,9,AUTO PARTICULAR,BORA
5236,PASAJERO/ACOMPAÑANTE,Femenino,7,AUTO PARTICULAR,307
5237,PASAJERO/ACOMPAÑANTE,Femenino,52,AUTO PARTICULAR,UNO
5238,PEATON,Masculino,25,PEATON,
5239,PASAJERO/ACOMPAÑANTE,Masculino,25,MOTO,NO HAY DATOS
5240,PEATON,Masculino,28,PEATON,
5241,CONDUCTOR,Masculino,27,MOTO,NO HAY DATOS
5242,CONDUCTOR,Femenino,36,AUTO PARTICULAR,FOCUS
5243,CONDUCTOR,Masculino,20,MOTO,CG  150 CC
5244,PASAJERO/ACOMPAÑANTE,Femenino,52,AUTO PARTICULAR,306
5244,PASAJERO/ACOMPAÑANTE,Femenino,52,AUTO PARTICULAR,306
5245,PEATON,Femenino,47,PEATON,
5246,CONDUCTOR,Masculino,22,MOTO,200 CC
5247,PASAJERO/ACOMPAÑANTE,Femenino,49,TRANSPORTE PUBLICO,
5248,CONDUCTOR,Masculino,34,AUTO PARTICULAR,BORA
5248,PASAJERO/ACOMPAÑANTE,Femenino,47,TRANSPORTE PUBLICO,
5249,CONDUCTOR,Masculino,28,MOTO,NO HAY DATOS
5250,CONDUCTOR,Masculino,25,MOTO,125
5251,CONDUCTOR,Masculino,27,MOTO,YBR
5252,PASAJERO/ ACOMPAÑANTE + PEATON,Femenino,49,PEATON,
5253,PEATON,Femenino,35,PEATON,
5254,PASAJERO/ACOMPAÑANTE,Femenino,24,AUTO PARTICULAR,NO HAY DATOS
5254,PASAJERO/ACOMPAÑANTE,Femenino,41,TRANSPORTE PUBLICO,
5255,CONDUCTOR,Femenino,30,AUTO PARTICULAR,ECO SPORT
5256,CONDUCTOR,Masculino,43,MOTO,NO HAY DATOS
5257,CONDUCTOR,Masculino,35,MOTO,RX 150
5258,PASAJERO/ACOMPAÑANTE,Femenino,27,SIN DATOS,
5259,CONDUCTOR,Masculino,26,MOTO,CG  150 CC
5260,CONDUCTOR,Masculino,24,BICICLETA,PLAYERA
5261,CONDUCTOR,Masculino,48,AUTO PARTICULAR,GOL
5262,CONDUCTOR,Masculino,19,MOTO,NO HAY DATOS
5263,CONDUCTOR,Masculino,43,MOTO,TRIAX
5264,CONDUCTOR,Femenino,43,AUTO PARTICULAR,CORSA
5264,PASAJERO/ACOMPAÑANTE,Masculino,61,AUTO PARTICULAR,CORSA
5265,PASAJERO/ACOMPAÑANTE,Femenino,37,AUTO PARTICULAR,206
5265,PASAJERO/ACOMPAÑANTE,Femenino,37,AUTO PARTICULAR,206
5266,PEATON,Femenino,61,PEATON,
5267,CONDUCTOR,Masculino,31,MOTO,YBR
5268,CONDUCTOR,Masculino,37,AUTO PARTICULAR,ECO SPORT
5269,CONDUCTOR,Masculino,31,TAXI/REMIS,NO HAY DATOS
5270,PEATON,Femenino,38,PEATON,
5271,PASAJERO/ACOMPAÑANTE,Femenino,29,MOTO,IBR 125
5271,CONDUCTOR,Masculino,23,MOTO,IBR 125
5271,PASAJERO/ACOMPAÑANTE,Femenino,29,MOTO,IBR 125
5272,CONDUCTOR,Masculino,22,AUTO PARTICULAR,CLIO
5273,CONDUCTOR,Masculino,22,MOTO,TWISTER
5274,PASAJERO/ACOMPAÑANTE,Femenino,33,AUTO PARTICULAR,POLO
5274,PASAJERO/ACOMPAÑANTE,Femenino,33,AUTO PARTICULAR,POLO
5275,PEATON,Femenino,14,PEATON,
5276,PEATON,Femenino,55,PEATON,
5277,PEATON,Femenino,27,PEATON,
5278,PEATON,Masculino,29,PEATON,
5279,PASAJERO/ACOMPAÑANTE,Masculino,52,MOTO,STYLE
5280,PEATON,Femenino,26,PEATON,
5281,CONDUCTOR,Masculino,31,AUTO PFA / MOVIL / GENDARMERIA / METROPOLITANA / MOTO MOVIL,NO HAY DATOS
5282,PEATON,Femenino,64,PEATON,
5283,CONDUCTOR,Masculino,24,MOTO,MAGIC
5284,PEATON,Masculino,53,PEATON,
5285,CONDUCTOR,Masculino,31,AUTO PARTICULAR,206
5286,PEATON,Masculino,91,PEATON,
5287,CONDUCTOR,Masculino,31,MOTO,110
5288,CONDUCTOR,Masculino,20,MOTO,NO HAY DATOS
5289,CONDUCTOR,Masculino,28,MOTO,AX  100
5290,PASAJERO/ACOMPAÑANTE,Masculino,36,AUTO PARTICULAR,GOL
5290,PASAJERO/ACOMPAÑANTE,Masculino,36,AUTO PARTICULAR,GOL
5290,PASAJERO/ACOMPAÑANTE,Masculino,36,AUTO PARTICULAR,GOL
5291,PASAJERO/ACOMPAÑANTE,Femenino,3,TRANSPORTE PUBLICO,
5291,PASAJERO/ACOMPAÑANTE,Masculino,3,TRANSPORTE PUBLICO,
5292,CONDUCTOR,Masculino,26,AUTO PARTICULAR,CLIO
5293,PEATON,Femenino,18,SIN DATOS,
5294,CONDUCTOR,Masculino,23,MOTO,FZ
5295,PEATON,Masculino,28,PEATON,
5296,PEATON,Masculino,59,SIN DATOS,
5297,CONDUCTOR,Masculino,21,MOTO,250
5298,CONDUCTOR,Masculino,48,MOTO,135
5299,NO HAY DATOS,Femenino,56,SIN DATOS,
5300,PASAJERO/ACOMPAÑANTE,Femenino,28,AUTO PARTICULAR,PALIO
5300,PASAJERO/ACOMPAÑANTE,Femenino,28,AUTO PARTICULAR,PALIO
5300,PASAJERO/ACOMPAÑANTE,Femenino,28,AUTO PARTICULAR,PALIO
5301,PEATON,Femenino,58,PEATON,
5302,PASAJERO/ACOMPAÑANTE,Masculino,27,SIN DATOS,
5302,PASAJERO/ACOMPAÑANTE,Masculino,27,SIN DATOS,
5303,CONDUCTOR,Masculino,40,AUTO PARTICULAR,504
5304,PEATON,Masculino,15,SIN DATOS,
5305,CONDUCTOR,Masculino,32,MOTO,125
5306,PASAJERO/ACOMPAÑANTE,Masculino,67,SIN DATOS,
5306,PASAJERO/ACOMPAÑANTE,Masculino,67,SIN DATOS,
5307,PEATON,Masculino,57,SIN DATOS,
5308,CONDUCTOR,Masculino,47,TAXI/REMIS,SIENA
5309,CONDUCTOR,Masculino,34,AUTO PARTICULAR,KANGOO
5310,PEATON,Masculino,40,PEATON,
5311,CONDUCTOR,Masculino,25,MOTO,450
5312,CONDUCTOR,Masculino,41,MOTO,125
5313,PEATON,Femenino,47,PEATON,
5314,PEATON,Masculino,55,PEATON,
5315,PASAJERO/ACOMPAÑANTE,Femenino,34,TRANSPORTE PUBLICO,
5316,PASAJERO/ACOMPAÑANTE,Femenino,30,SIN DATOS,
5316,PASAJERO/ACOMPAÑANTE,Femenino,30,SIN DATOS,
5317,PASAJERO/ACOMPAÑANTE,Masculino,23,AUTO (no se especifica si es particular o de alquiler),FIESTA
5318,CONDUCTOR,Femenino,26,MOTO,WAVE
5319,CONDUCTOR,Masculino,20,MOTO,125
5320,CONDUCTOR,Masculino,39,MOTO,RX 150
5320,CONDUCTOR,Masculino,38,AUTO PARTICULAR,PALIO
5321,PEATON,Femenino,22,PEATON,
5322,PEATON,Femenino,29,PEATON,
5323,CONDUCTOR,Femenino,40,MOTO,125
5324,CONDUCTOR,Masculino,34,AUTO PARTICULAR,PUNTO
5325,CONDUCTOR,Masculino,29,BICICLETA,NO HAY DATOS
5325,CONDUCTOR,Masculino,22,BICICLETA,Carrera
5326,PASAJERO/ACOMPAÑANTE,Masculino,26,AUTO PARTICULAR,206
5327,CONDUCTOR,Masculino,30,AUTO PARTICULAR,FUN
5328,PEATON,Femenino,40,PEATON,
5329,CICLISTA,Masculino,17,BICICLETA,NO HAY DATOS
5330,PEATON,Femenino,37,PEATON,
5331,PEATON,Masculino,20,PEATON,
5332,PEATON,Masculino,50,PEATON,
5333,CONDUCTOR,Masculino,27,MOTO,BIZ
5334,PASAJERO/ACOMPAÑANTE,Femenino,52,SIN DATOS,
5335,CONDUCTOR,Masculino,54,CAMIONETA,SAVEIRO
5336,PEATON,Masculino,79,PEATON,
5337,PEATON,Femenino,42,PEATON,
5338,CONDUCTOR,Masculino,59,AUTO PARTICULAR,SIENA
5338,CONDUCTOR,Masculino,59,AUTO PARTICULAR,SIENA
5339,CONDUCTOR,Masculino,42,AUTO PARTICULAR,POLO
5340,PEATON,Femenino,13,PEATON,
5341,PASAJERO/ACOMPAÑANTE,Femenino,30,AUTO PARTICULAR,SIENA
5341,PASAJERO/ACOMPAÑANTE,Femenino,30,AUTO PARTICULAR,SIENA
5342,CONDUCTOR,Masculino,22,MOTO,125
5343,CICLISTA,Masculino,32,SIN DATOS,
5343,CICLISTA,Masculino,32,BICICLETA,NO HAY DATOS
5344,PEATON,Masculino,25,PEATON,
5345,CONDUCTOR,Masculino,39,MOTO,RX 150
5345,CONDUCTOR,Masculino,38,AUTO PARTICULAR,PALIO
5346,PEATON,Femenino,23,PEATON,
5347,CONDUCTOR,Femenino,64,AUTO PARTICULAR,AVEO
5348,CONDUCTOR,Femenino,31,AUTO PARTICULAR,PALIO
5349,PASAJERO/ACOMPAÑANTE,Masculino,24,SIN DATOS,
5349,CONDUCTOR,Masculino,44,MOTO,HJ 125
5350,CONDUCTOR,Masculino,25,MOTO,NO HAY DATOS
5351,CONDUCTOR,Masculino,30,MOTO,125
5352,CONDUCTOR,Masculino,23,MOTO,FZ
5353,PASAJERO/ACOMPAÑANTE,Femenino,54,SIN DATOS,
5354,CONDUCTOR,Masculino,25,MOTO,RX 150
5355,CONDUCTOR,Masculino,32,MOTO,YBR
5356,PEATON,Femenino,69,PEATON,
5357,PEATON,Masculino,37,MOTO,250
5358,CONDUCTOR,Masculino,22,MOTO,YBR 125
5359,CONDUCTOR,Masculino,23,MOTO,GN 125
5360,CICLISTA,Masculino,26,BICICLETA,NO HAY DATOS
5361,CONDUCTOR,Masculino,42,BICICLETA,NO HAY DATOS
5362,PEATON,Femenino,79,PEATON,
5363,PASAJERO/ACOMPAÑANTE,Masculino,18,MOTO,CBX 250
5364,CONDUCTOR,Masculino,34,MOTO,VC 200
5365,CONDUCTOR,Femenino,30,MOTO,CG TITAN
5365,CONDUCTOR,Femenino,30,MOTO,CG TITAN
5366,CONDUCTOR,Masculino,22,MOTO,RX 150
5367,PASAJERO/ACOMPAÑANTE,Femenino,33,SIN DATOS,
5367,PASAJERO/ACOMPAÑANTE,Femenino,33,SIN DATOS,
5368,PASAJERO/ACOMPAÑANTE,Femenino,8,AUTO PARTICULAR,DUSTER
5369,CICLISTA,Masculino,42,BICICLETA,NO HAY DATOS
5370,PASAJERO/ACOMPAÑANTE,Masculino,23,SIN DATOS,
5371,CONDUCTOR,Masculino,47,MOTO,CBX
5372,PASAJERO/ACOMPAÑANTE,Masculino,30,AUTO PARTICULAR,KANGOO
5373,PASAJERO/ACOMPAÑANTE,Masculino,61,TRANSPORTE PUBLICO,
5374,PEATON,Masculino,78,PEATON,
5375,CONDUCTOR,Masculino,20,AUTO PARTICULAR,FIESTA
5376,CONDUCTOR,Masculino,34,MOTO,STORM
5376,CONDUCTOR,Masculino,34,MOTO,STORM
5376,CONDUCTOR,Masculino,34,MOTO,STORM
5376,CONDUCTOR,Masculino,34,MOTO,STORM
5377,CONDUCTOR,Femenino,40,AUTO PARTICULAR,9
5378,CONDUCTOR,Masculino,33,AUTO PARTICULAR,SIENA
5379,CONDUCTOR,Masculino,37,AUTO PARTICULAR,MONTANA
5380,CONDUCTOR,Masculino,21,MOTO,TWISTER
5381,PEATON,Masculino,70,PEATON,
5382,CONDUCTOR,Masculino,24,MOTO,GC150
5383,CONDUCTOR,Masculino,19,MOTO,NO HAY DATOS
5384,CONDUCTOR,Masculino,28,MOTO,125
5384,PASAJERO/ACOMPAÑANTE,Masculino,35,MOTO,125
5385,CONDUCTOR,Masculino,21,MOTO,NO HAY DATOS
5386,CONDUCTOR,Masculino,53,MOTO,QM 125 SUPER
5387,CONDUCTOR,Masculino,28,MOTO,TORNADO 250
5388,PASAJERO/ACOMPAÑANTE,Femenino,14,MOTO,TUNDRA
5389,PASAJERO/ACOMPAÑANTE,Femenino,25,SIN DATOS,
5389,PASAJERO/ACOMPAÑANTE,Femenino,25,SIN DATOS,
5390,PASAJERO/ACOMPAÑANTE,Masculino,46,AUTO PFA / MOVIL / GENDARMERIA / METROPOLITANA / MOTO MOVIL,MERIVA
5391,PEATON,Masculino,54,PEATON,
5392,PASAJERO/ACOMPAÑANTE,Femenino,21,AUTO PARTICULAR,505
5392,PASAJERO/ACOMPAÑANTE,Femenino,13,AUTO PARTICULAR,505
5393,PEATON,Femenino,13,PEATON,
5394,CONDUCTOR,Masculino,29,MOTO,FZ 16
5395,CONDUCTOR,Masculino,66,AUTO (no se especifica si es particular o de alquiler),AVEO
5396,PEATON,Masculino,29,PEATON,
5397,CONDUCTOR,Masculino,20,MOTO,NO HAY DATOS
5398,CONDUCTOR,Masculino,36,AUTO PARTICULAR,XR
5399,CONDUCTOR,Masculino,15,MOTO,NO HAY DATOS
5400,CONDUCTOR,Masculino,23,MOTO,NO HAY DATOS
5401,CONDUCTOR,Masculino,18,MOTO,110
5402,CONDUCTOR,Masculino,9,AUTO PARTICULAR,NO HAY DATOS
5403,CONDUCTOR,Masculino,34,MOTO,TORNADO
5404,PASAJERO/ACOMPAÑANTE,Femenino,41,CAMIONETA,NO HAY DATOS
